code,Ground_Truth_Simple_Names,Ground_Truth_FQNs
"public class jdk5 {
    public static void f1() throws MalformedURLException {
        File jar = new File("""");
        URLClassLoader loader = new
                URLClassLoader(new URL[]{jar.toURI().toURL()});

}

","['MalformedURLException', 'File', 'URLClassLoader', 'URL']","['java.net.MalformedURLException', 'java.io.File', 'java.net.URLClassLoader', 'java.net.URL']"
"public class xstream_class_39 {

	private static XStream xstream = new XStream(new XppDriver() {
		@Override
		public HierarchicalStreamWriter createWriter(Writer out) {
			return new PrettyPrintWriter(out) {
				// Add CDATA block
				boolean cdata;//I need to add cdata for some fields only
				boolean isNeedUpper;//only some will need this

				protected void writeText(QuickWriter writer, String text) {
					if (cdata) {
						writer.write(""<![CDATA["");
						writer.write(text);
						writer.write(""]]>"");
					} else if (isNeedUpper) {
						writer.write(text.toUpperCase());
					} else
						writer.write(text);
				}
			}
		}
	});
}","['PrettyPrintWriter', 'XStream', 'XppDriver', 'HierarchicalStreamWriter', 'Writer', 'QuickWriter']","['com.thoughtworks.xstream.io.xml.PrettyPrintWriter', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.XppDriver', 'com.thoughtworks.xstream.io.HierarchicalStreamWriter', 'java.io.Writer', 'com.thoughtworks.xstream.core.util.QuickWriter']"
"public class hb14 {
    public static void h1( List model) {
        SimpleValue iv = new SimpleValue( model.getCollectionTable() );
        model.setIndex(iv);



}
","['List', 'SimpleValue']","['org.hibernate.mapping.List', 'org.hibernate.mapping.SimpleValue']"
"public class xt2 {
    public  static void h1()
        XStream xstream = new XStream(new DomDriver(""UTF_8"", new NoNameCoder()));
    }
}
","['XStream', 'DomDriver', 'NoNameCoder']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.DomDriver', 'com.thoughtworks.xstream.io.naming.NoNameCoder']"
"public class hb2 {

        @Entity
        public static class University<Student> {
            private String address;
            @OneToMany(fetch = FetchType.LAZY)
            private List<Student> students;


}
","['Entity', 'OneToMany', 'FetchType', 'List']","['javax.persistence.Entity', 'javax.persistence.OneToMany', 'javax.persistence.FetchType', 'java.util.List']"
"public class xt16 {
    public static Object Load(String xmlPath) {
        File FileIn = new File(xmlPath);
        if(FileIn.exists()) {
            DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
            return null;

        return null;
    }
}","['File', 'DocumentBuilderFactory']","['java.io.File', 'javax.xml.parsers.DocumentBuilderFactory']"
"public class hb4 {
    public static Session getSessionobject(){
        SessionFactory sessionFactory = null;
        assert false;
        return sessionFactory.getCurrentSession()

    }
}
","['Session', 'SessionFactory']","['org.hibernate.Session', 'org.hibernate.SessionFactory']"
"public class xstream_class_1 implements Converter {
	@Override
	public Object unmarshal(HierarchicalStreamReader reader, UnmarshallingContext context) {

		while (reader.hasMoreChildren())
			reader.moveDown();
			String a;
			if (reader.getNodeName().equals(""a"")) {
				a = reader.getValue();
			} else if (reader.getNodeName().equals(""b"")) {
				Object b = (Object) context.convertAnother(reader, Object.class);
			} else if (reader.getNodeName().equals(""c"")) {
				a = reader.getValue();
			}

		}
		return context;
	}

	@Override
	public boolean canConvert(Class arg0) {
		// TODO Auto-generated method stub
		return false;
	}

	@Override
	public void marshal(Object arg0, HierarchicalStreamWriter arg1, MarshallingContext arg2) {
		// TODO Auto-generated method stub

	}
}","['Converter', 'HierarchicalStreamReader', 'UnmarshallingContext', 'Object', 'Class', 'HierarchicalStreamWriter', 'MarshallingContext']","['com.thoughtworks.xstream.converters.Converter', 'com.thoughtworks.xstream.io.HierarchicalStreamReader', 'com.thoughtworks.xstream.converters.UnmarshallingContext', 'java.lang.Object', 'java.lang.Class', 'com.thoughtworks.xstream.io.HierarchicalStreamWriter', 'com.thoughtworks.xstream.converters.MarshallingContext']"
"public class JodaTime03 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

	}

	public static String formatDuration(long start, long end) {
		Interval interval = new Interval(start, end);
		return getPeriodFormatter().print(interval.toPeriod()).trim();
	}

	private static PeriodFormatter getPeriodFormatter() {
		PeriodFormatter pf = new PeriodFormatterBuilder().printZeroRarelyFirst().appendYears().appendSuffix(""y "", ""y "")
				.appendMonths().appendSuffix(""m"", ""m "").appendDays().appendSuffix(""d "", ""d "").appendHours()
				.appendSuffix(""h "", ""h "").appendMinutes().appendSuffix(""m "", ""m "").appendSeconds()
				.appendSuffix(""s "", ""s "").toFormatter();

		return pf;

}","['Interval', 'PeriodFormatter', 'PeriodFormatterBuilder']","['org.joda.time.Interval', 'org.joda.time.format.PeriodFormatter', 'org.joda.time.format.PeriodFormatterBuilder']"
"public class xt8 {
    public  void h1(){
        List<Comment> comments = new ArrayList<Comment>();


}
","['Comment', 'ArrayList', 'List']","['javax.xml.stream.events.Comment', 'java.util.ArrayList', 'java.util.List']"
"public class jt8 {
    public static  int getFirstDayOfWeek() {
        return ((Calendar.getInstance().getFirstDayOfWeek() + 5) % 7) + 1;


}
",['Calendar'],['java.util.Calendar']
"public class jt20 {
    public static void h1(){
        long date = 0;
        MutableDateTime dateTime = new MutableDateTime(date);
        dateTime.addDays(1);

}
",['MutableDateTime'],['org.joda.time.MutableDateTime']
"public class JodaTime41 {

	public static void main(String[] args) {
		DateTime dt4 = new DateTime(""2017-01-01T10:52:07.656-10:00"");
		System.out.println(""Given Date:"" + dt4);
		DateTimeFormatter fmt = DateTimeFormat.forPattern(""MM/DD/YYYY"");
		System.out.println(""Given Date After Date format: "" + fmt.print(dt4));

		DateTime previousDay = dt4.minusDays(1)
		System.out.println(""Previous Day: "" + previousDay);
		System.out.println(""Previous Date After Date format: "" + fmt.print(previousDay));

	}

}","['DateTime', 'DateTimeFormatter', 'DateTimeFormat']","['org.joda.time.DateTime', 'org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat']"
"public class Android31 {

	public static void main(String[] args)


		PowerManager pm = (PowerManager) getSystemService(Context.POWER_SERVICE);
		PowerManager.WakeLock wl = pm.newWakeLock(PowerManager.FULL_WAKE_LOCK, ""My Tag"");
	}

	private static PowerManager getSystemService(String powerService) {

		return null;
	}

}","['PowerManager', 'WakeLock', 'Context']","['android.os.PowerManager', 'android.os.PowerManager.WakeLock', 'android.content.Context']"
"public class Android36 {
	private static final String KEY_NAME = ""My Key""
	private static final String VALUE = ""My Value"";
	private static final String DATABASE_TABLE = ""DB"";

	private long insertRow(int rowParameter, String rowValue, SQLiteDatabase db) {
		long res = -1;
		ContentValues settingsParameterValues = new ContentValues();
		settingsParameterValues.put(KEY_NAME, rowParameter);
		settingsParameterValues.put(VALUE, rowValue);
		if (db != null) {
			res = db.insert(DATABASE_TABLE, null, settingsParameterValues);
		}
		return res;
	}

	public static void main(String[] args) {


	}

}","['String', 'SQLiteDatabase', 'ContentValues']","['java.lang.String', 'android.database.sqlite.SQLiteDatabase', 'android.content.ContentValues']"
"public class JodaTime21 {
	public static void main(String[] args) {
		DateFormat formatter = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
		Date dt = null;
		try
			dt = (Date) formatter.parse(""2011-10-23 12:00:00"");
		} catch (ParseException e) {
			// TODO Auto-generated catch block
			e.printStackTrace();
		}
		LocalDateTime ldt = new DateTime(dt).withZone(DateTimeZone.UTC).toLocalDateTime();
		System.out.println(""Original date: "" + ldt.toDateTime().toDate().toString());
		DateTime cvtldt = ldt.toDateTime(DateTimeZone.forID(""-05:00""));
		System.out.println(""Converted date: "" + cvtldt.toLocalDateTime().toDateTime().toDate().toString());
	}
}","['DateFormat', 'SimpleDateFormat', 'Date', 'ParseException', 'LocalDateTime', 'DateTime', 'DateTimeZone']","['java.text.DateFormat', 'java.text.SimpleDateFormat', 'java.util.Date', 'java.text.ParseException', 'org.joda.time.LocalDateTime', 'org.joda.time.DateTime', 'org.joda.time.DateTimeZone']"
"public class xstream_class_10 {
	private String generateResponse(final XStream xStream) {
		StringWriter writer = new StringWriter();
		xStream.marshal(this, new PrettyPrintWriter(writer) {
			@Override
			public void addAttribute(final String key, final String value) {
				if (!key.equals(""class"")) {
					super.addAttribute(key, value);

			}
		});
		return writer.toString();
	}
}","['StringWriter', 'XStream', 'PrettyPrintWriter']","['java.io.StringWriter', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.PrettyPrintWriter']"
"public class hibernate_class_1 {
	public class HibernateUserDAO implements UserDAO {

		private SessionFactory sessionFactory;

		public HibernateUserDAO()
			AnnotationConfiguration annotConf = new AnnotationConfiguration();
			annotConf.addAnnotatedClass(User.class);
			annotConf.configure();
			sessionFactory = annotConf.buildSessionFactory();
		}

		public void store(User user) {
			Session session = sessionFactory.openSession();
			Transaction tx = session.getTransaction();
			try {
				tx.begin();
				session.saveOrUpdate(user);
				tx.commit();
			} catch (RuntimeException e) {
				tx.rollback();
				throw e;
			} finally {
				session.close();
			}
		}

		@Override
		public User getUser(int arg0) {

			return null;
		}

		@Override
		public User getUserByFirstLastName(String arg0, String arg1) {

			return null;
		}

		@Override
		public User getUserByUsername(String arg0) {

			return null;
		}

		@Override
		public int saveUser(User arg0) {

			return 0;
		}
	}
}","['UserDAO', 'Session', 'SessionFactory', 'AnnotationConfiguration', 'User', 'Transaction']","['library.dao.UserDAO', 'org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.cfg.AnnotationConfiguration', 'library.model.User', 'org.hibernate.Transaction']"
"public class hibernate_class_4 {
	private static final SessionFactory sessionFactory;

	static {
		try {
			sessionFactory = new Configuration().configure().buildSessionFactory();
		} catch (HibernateException he) {
			System.err.println(he)
			throw new ExceptionInInitializerError(he);
		}
	}

	public static SessionFactory getSessionFactory() {
		return sessionFactory;
	}
}","['Session Factory', 'Configuration', 'HibernateException']","['org.hibernate.SessionFactory', 'org.hibernate.cfg.Configuration', 'org.hibernate.HibernateException']"
"public class JodaTime35 {

	// TODO Auto-generated method stub

	private final static PeriodFormatter DURATION_FORMATTER = new PeriodFormatterBuilder().appendYears()
			.appendSuffix(""year"", ""years"").appendSeparator("" "").appendMonths().appendSuffix(""month"", ""months"")
			.appendSeparator("" "").appendDays().appendSuffix(""day"", ""days"").appendSeparator("" "").appendHours()
			.appendSuffix(""hour"", ""hours"").appendSeparator("" "").appendMinutes().appendSuffix(""minute"", ""minutes"")
			.appendSeparator("" "").appendSeconds().appendSuffix(""second"", ""seconds"").toFormatter();

	public static String format(Date start) {
		StringBuffer result = new StringBuffer();
		DURATION_FORMATTER.printTo(result, (ReadablePeriod) new Period(new DateTime(start), new DateTime()));
		return result.toString();
	}

	public static String format(Date start, Date end) {
		StringBuffer result = new StringBuffer()
		DURATION_FORMATTER.printTo(result,
				new Period(new DateTime(start), end == null ? new DateTime() : new DateTime(end)));
		return result.toString();
	}

}","['Date', 'PeriodFormatter', 'PeriodFormatterBuilder', 'ReadablePeriod', 'Period', 'DateTime', 'StringBuffer']","['java.util.Date', 'org.joda.time.format.PeriodFormatter', 'org.joda.time.format.PeriodFormatterBuilder', 'org.joda.time.ReadablePeriod', 'org.joda.time.Period', 'org.joda.time.DateTime', 'java.lang.StringBuffer']"
"public class xstream_class_32 {
	public static XStream instanciateXstreamForHibernate() {
		XStream xstream1 = new XStream() {
			protected MapperWrapper wrapMapper(final MapperWrapper next) {
				return new HibernateMapper(next);

		};
		xstream1.registerConverter(new HibernateProxyConverter());
		xstream1.registerConverter(new HibernatePersistentCollectionConverter(xstream1.getMapper()));
		xstream1.registerConverter(new HibernatePersistentMapConverter(xstream1.getMapper()));
		xstream1.registerConverter(new HibernatePersistentSortedMapConverter(xstream1.getMapper()));
		xstream1.registerConverter(new HibernatePersistentSortedSetConverter(xstream1.getMapper()));
		return xstream1;
	}

}","['XStream', 'MapperWrapper', 'HibernateMapper', 'HibernatePersistentMapConverter', 'HibernatePersistentCollectionConverter', 'HibernatePersistentSortedSetConverter', 'HibernateProxyConverter', 'HibernatePersistentSortedMapConverter']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.mapper.MapperWrapper', 'com.thoughtworks.xstream.hibernate.mapper.HibernateMapper', 'com.thoughtworks.xstream.hibernate.converter.HibernatePersistentMapConverter', 'com.thoughtworks.xstream.hibernate.converter.HibernatePersistentCollectionConverter', 'com.thoughtworks.xstream.hibernate.converter.HibernatePersistentSortedSetConverter', 'com.thoughtworks.xstream.hibernate.converter.HibernateProxyConverter', 'com.thoughtworks.xstream.hibernate.converter.HibernatePersistentSortedMapConverter']"
"public class xstream_class_13 {
	public class MyClassAliasingMapper extends ClassAliasingMapper {

		public MyClassAliasingMapper(Mapper wrapped) {
			super(wrapped)
		}

		@Override
		public Class realClass(String elementName) {
			try {
			} catch (Exception e) {
				// do nothing we fall back on super's implementation
			}
			return super.realClass(elementName);
		}

		@Override
		public String serializedClass(Class type) {
			try {
			} catch (Exception e) {
				// do nothing we fall back on super's implementation
			}
			return super.serializedClass(type);
		}
	}
}","['ClassAliasingMapper', 'Mapper', 'Class', 'String', 'Exception']","['com.thoughtworks.xstream.mapper.ClassAliasingMapper', 'com.thoughtworks.xstream.mapper.Mapper', 'java.lang.Class', 'java.lang.String', 'java.lang.Exception']"
"public class JodaTime34 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Locale.setDefault(Locale.GERMAN)
		final PeriodFormatter periodFormatter = PeriodFormat.wordBased(Locale.ENGLISH);
		final Period period = new Period(6, 5, 4, 3);
		final String s = period.toString(periodFormatter);
		System.out.println(""s = "" + s);
	}

}","['Locale', 'PeriodFormatter', 'Period', 'PeriodFormat']","['java.util.Locale', 'org.joda.time.format.PeriodFormatter', 'org.joda.time.Period', 'org.joda.time.format.PeriodFormat']"
"public class ad12 {
public static void hideKeyboardFrom() {
    Activity activity = null
    Resources resources = activity.getResources();
    Configuration config = resources.getConfiguration();
}
}
","['Activity', 'Resources', 'Configuration']","['android.app.Activity', 'android.content.res.Resources', 'android.content.res.Configuration']"
"public class JodaTime13 {

	public static void main(String[] args) {
		// TODO Auto-generated method stub

	}

	@Test
	public void second() {
		assertEquals(""00:00:01"", OurDateTimeFormatter.format(1000));
	}

	@Test
	public void minute() {
		assertEquals(""00:01:00"", OurDateTimeFormatter.format(1000 * 60));
	}

	@Test
	public void hour() {
		assertEquals(""01:00:00"", OurDateTimeFormatter.format(1000 * 60 * 60));
	}

	@Test
	public void almostMidnight() {
		final int secondsInDay = 60 * 60 * 24;
		assertEquals(""23:59:59"", OurDateTimeFormatter.format(1000 * (secondsInDay - 1)));
	}

	@Test
	public void twoDaysAndAHalf()
		final int secondsInDay = 60 * 60 * 24;
		assertEquals(""12:00:00 and 2 days"", OurDateTimeFormatter.format(1000 * secondsInDay * 5 / 2));
	}

	public static class OurDateTimeFormatter {
		public OurDateTimeFormatter() {
		}

		private final static PeriodFormatter dateFormat = new PeriodFormatterBuilder().appendDays()
				.appendSuffix("" day"", "" days"").appendSeparator("" "").appendHours().appendSeparator("":"").appendMinutes()
				.minimumPrintedDigits(2).appendSeparator("":"").appendSeconds().minimumPrintedDigits(2).toFormatter();

		public static String format(long millis) {
			return dateFormat.print(new Period(millis).normalizedStandard());
		}
	}
}","['Test', 'assertEquals', 'PeriodFormatterBuilder', 'Period']","['org.junit.Test', 'org.junit.Assert.assertEquals', 'org.joda.time.format.PeriodFormatterBuilder', 'org.joda.time.Period']"
"public class HibernateUtil {
	private static final SessionFactory sessionFactory;

	static {
		try {
			// Create the SessionFactory from hibernate.cfg.xml
			sessionFactory = new AnnotationConfiguration().configure().buildSessionFactory();
		} catch (Throwable e) {
			System.err.println(""Initial sessionFactory creation failed.  "" + e);
			throw new ExceptionInInitializerError(e);
		}
	}

	public static SessionFactory getSessionFactory() {
		return sessionFactory;

}","['SessionFactory', 'AnnotationConfiguration']","['org.hibernate.SessionFactory', 'org.hibernate.cfg.AnnotationConfiguration']"
"public class xstream_class_38 {
	XStream xstream = new XStream();

	@XStreamAlias(""bookdetails"")
	public class BookDetails {
		private int bookId;
		private String bookName;
		private int amount
	}

	@XStreamAlias(""Books"")
	public class Books {
		private List<BookDetails> bookDetails = new ArrayList<BookDetails>();
	}

	public BookDetails convertXml(String xml) {
		xstream.processAnnotations(Books.class);
		xstream.processAnnotations(BookDetails.class);
		xstream.addImplicitCollection(Books.class, ""bookDetails"");
		Books b = (Books) xstream.fromXML(xml);
		// and now you can return your BookDetails element (in case you want only first one)
		return b.bookDetails.get(0);
	}
}","['XStream', 'XStreamAlias', 'List', 'ArrayList', 'String']","['com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.annotations.XStreamAlias', 'java.util.List', 'java.util.ArrayList', 'java.lang.String']"
"public class Android27 extends BaseAdapter {

	private Context context;
	private String[] texts = { ""aaa"", ""bbb"", ""ccc"", ""ddd"", ""eee"", ""fff"", ""eee"", ""hhh"", ""iii"" };

	public Android27(Context context)
		this.context = context;
	}

	public int getCount() {
		return 9;
	}

	public Object getItem(int position) {
		return null;
	}

	public long getItemId(int position) {
		return 0;
	}

	public View getView(int position, View convertView, ViewGroup parent) {
		TextView tv;
		if (convertView == null) {
			tv = new TextView(context);
			tv.setLayoutParams(new GridView.LayoutParams(85, 85));
		} else {
			tv = (TextView) convertView;
		}

		tv.setText(texts[position]);
		return tv;
	}
}","['Context', 'String', 'Android27', 'BaseAdapter', 'TextView', 'GridView']","['android.content.Context', 'java.lang.String', 'Android27', 'android.widget.BaseAdapter', 'android.widget.TextView', 'android.widget.GridView']"
"public class JodaTime29 {

	private static final int FIELD_COUNT = 10;

	public static void main(String[] args) {

	}

	public DateTime parseDateTime(final String text) {
		DateTimeFormatter formatters[] = new DateTimeFormatter[20];
		if (text.isEmpty())
			return null;
		int field = 0;
		DateTime dateTime = null;
		IllegalArgumentException exception = null;
		for (; field < FIELD_COUNT; ++field) {
			if (null != formatters[field]) {
				try
					dateTime = formatters[field].parseDateTime(text);
					break;
				} catch (final IllegalArgumentException e) {
					exception = null != exception ? exception : e;
				}
			}
		}
		if (dateTime == null) {
			throw exception;
		}
		return dateTime;
	}
}","['String', 'DateTime', 'DateTimeFormatter', 'IllegalArgumentException']","['java.lang.String', 'org.joda.time.DateTime', 'org.joda.time.format.DateTimeFormatter', 'java.lang.IllegalArgumentException']"
"public class Class_3 {

	private static final String SYMBOL_INFINITE = ""\u221e"";
	private static final char SYMBOL_MINUS = '-';
	private static final char SYMBOL_ZERO = '0';
	private static final int DECIMAL_LEADING_GROUPS = 10;
	private static final int EXPONENTIAL_INT_THRESHOLD = 1000000000; // After this value switch to exponential notation
	private static final double EXPONENTIAL_DEC_THRESHOLD = 0.0001; // Below this value switch to exponential notation

	private DecimalFormat decimalFormat;
	private DecimalFormat decimalFormatLong;
	private DecimalFormat exponentialFormat;

	private char groupSeparator;

	public void NumberFormatter(int decimalPlaces) {
		configureDecimalPlaces(decimalPlaces);
	}

	public void configureDecimalPlaces(int decimalPlaces) {
		if (decimalPlaces <= 0) {
			throw new IllegalArgumentException(""Invalid decimal places"");
		}

		DecimalFormatSymbols separators = new DecimalFormatSymbols(Locale.getDefault());
		separators.setMinusSign(SYMBOL_MINUS);
		separators.setZeroDigit(SYMBOL_ZERO);

		groupSeparator = separators.getGroupingSeparator();

		StringBuilder decimal = new StringBuilder();
		StringBuilder exponential = new StringBuilder(""0."");

		for (int i = 0; i < DECIMAL_LEADING_GROUPS; i++) {
			decimal.append(""###"").append(i == DECIMAL_LEADING_GROUPS - 1 ? ""."" : "","");
		}

		for (int i = 0; i < decimalPlaces; i++) {
			decimal.append(""#"");
			exponential.append(""0"");
		}

		exponential.append(""E0"");

		decimalFormat = new DecimalFormat(decimal.toString(), separators);
		decimalFormatLong = new DecimalFormat(decimal.append(""####"").toString(), separators);
		exponentialFormat = new DecimalFormat(exponential.toString(), separators);

		decimalFormat.setRoundingMode(RoundingMode.HALF_UP);
		decimalFormatLong.setRoundingMode(RoundingMode.HALF_UP);
		exponentialFormat.setRoundingMode(RoundingMode.HALF_UP);
	}

	public String format(double value) {
		String result;
		if (Double.isNaN(value))
			result = """";
		} else if (Double.isInfinite(value)) {
			result = String.valueOf(SYMBOL_INFINITE);
		} else {
			double absValue = Math.abs(value);
			if (absValue >= 1) {
				if (absValue >= EXPONENTIAL_INT_THRESHOLD) {
					value = Math.floor(value);
					result = exponentialFormat.format(value);
				} else {
					result = decimalFormat.format(value);
				}
			} else if (absValue < 1 && absValue > 0) {
				if (absValue >= EXPONENTIAL_DEC_THRESHOLD) {
					result = decimalFormat.format(value);
					if (result.equalsIgnoreCase(""0"")) {
						result = decimalFormatLong.format(value);
					}
				} else {
					result = exponentialFormat.format(value);
				}
			} else {
				result = ""0"";
			}
		}
		return result;
	}

	public String formatWithoutGroupSeparators(double value) {
		return removeGroupSeparators(format(value));
	}

	public double parse(String value, double defValue) {
		try {
			return decimalFormat.parse(value).doubleValue();
		} catch (ParseException e) {
			e.printStackTrace();
		}
		return defValue;
	}

	private String removeGroupSeparators(String number) {
		return number.replace(String.valueOf(groupSeparator), """");
	}

}","['DecimalFormat', 'DecimalFormatSymbols', 'Locale', 'RoundingMode', 'Math', 'ParseException']","['java.text.DecimalFormat', 'java.text.DecimalFormatSymbols', 'java.util.Locale', 'java.math.RoundingMode', 'java.lang.Math', 'java.text.ParseException']"
"public class JodaTime28 {
	public static void main(String[] args) {
		DateTimeFormatter dateFromatter = DateTimeFormat.forPattern(""MM/dd/yyyy"");

		DateTime startDate = dateFromatter.parseDateTime(""01/02/2012"");
		DateTime endDate = dateFromatter.parseDateTime(""01/31/2012"");

		List<LocalDate> dates = new ArrayList<LocalDate>();

		int days = Days.daysBetween(startDate, endDate).getDays();

}","['DateTimeFormatter', 'DateTimeFormat', 'DateTime', 'LocalDate', 'List', 'ArrayList', 'Days']","['org.joda.time.format.DateTimeFormatter', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.DateTime', 'org.joda.time.LocalDate', 'java.util.List', 'java.util.ArrayList', 'org.joda.time.Days']"
"public class gt6 {
    public static void h1(){
        long time = System.currentTimeMillis();
        long milisPerYear = new BigInteger(""31536000000"").longValue();
        String currentYear = String.valueOf((int) Math.floor(time / milisPerYear) + 1970);

}
","['System', 'BigInteger', 'Math']","['java.lang.System', 'java.math.BigInteger', 'java.lang.Math']"
"public class hb1 {
    public static void h1(){
        Configuration configuration = new Configuration().configure();


}
",['Configuration'],['org.hibernate.cfg.Configuration']
"public class xstream_class_43 {
	public List<Book> books;

	public xstream_class_43(List<Book> books) {
		this.books = books;
	}

	@Override
	public String toString()
		StringBuilder b = new StringBuilder();
		b.append(""Library with "" + books.size() + "" books:\n"");
		for (Book book : books) {
			b.append(book.toString());
			// Skip a line
			b.append(""\n"");
		}
		return b.toString();
	}

	public static class Book {
		private String title;
		private String author;

		public Book(String title, String author) {
			this.title = title;
			this.author = author;
		}

		@Override
		public String toString() {
			return ""\"""" + title + ""\"" by "" + author;
		}
	}

	public static void main(String[] args) {
		List<Book> books = new ArrayList<Book>();
		books.add(new Book(""The Talent Code: Greatness Isn't Born. It's Grown. Here's How"", ""Daniel Coyle""));

		xstream_class_43 lib = new xstream_class_43(books);
		// Handles conversion of our objects into XML
		XStream stream = new XStream(new DomDriver());

		String xml = stream.toXML(lib);
		// fromXML returns a general Object; need to cast it into a Library
		xstream_class_43 lib2 = (xstream_class_43) stream.fromXML(xml);

		System.out.println(xml);
		System.out.println(lib);
		System.out.println(lib2);
		System.out.println(""Libraries equal: "" + lib.toString().equals(lib2.toString()));
	}
}","['List', 'ArrayList', 'StringBuilder', 'String', 'XStream', 'DomDriver']","['java.util.List', 'java.util.ArrayList', 'java.lang.StringBuilder', 'java.lang.String', 'com.thoughtworks.xstream.XStream', 'com.thoughtworks.xstream.io.xml.DomDriver']"
"public class jdk20 {
    private static InputStream inputStream;

    public static void h1() throws IOException {
        BufferedInputStream bis = new BufferedInputStream(inputStream);
        ByteArrayOutputStream buf = new ByteArrayOutputStream();

}
","['InputStream', 'IOException', 'BufferedInputStream', 'ByteArrayOutputStream']","['java.io.InputStream', 'java.io.IOException', 'java.io.BufferedInputStream', 'java.io.ByteArrayOutputStream']"
"public class ad6 {
  public void h1(){
      DisplayMetrics displayMetrics = new DisplayMetrics();
      int height = displayMetrics.heightPixels;
      int width = displayMetrics.widthPixels;
  }

",['DisplayMetrics'],['android.util.DisplayMetrics']
"public class jdk4 {
    public static void h1(String oldDate, String format) throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(format);
        Date dt = sdf.parse(oldDate)
        long epoch = dt. getTime();
    }
}
","['SimpleDateFormat', 'Date']","['java.text.SimpleDateFormat', 'java.util.Date']"
"public class hibernate_class_32 {
	@Id
	@GeneratedValue
	Long id;
	String job;
	String version;
	String schedule;
	String dttmRun;
	int pid
	String command;
	int duration;

}","['@Id', '@GeneratedValue', 'Long', 'String', 'int']","['javax.persistence.Id', 'javax.persistence.GeneratedValue', 'java.lang.Long', 'java.lang.String', 'java.lang.int']"
"class ComponentImageCapture {

	static final String HELP = ""Type Ctrl-0 to get a screenshot of the current GUI.\n""
			+ ""The screenshot will be saved to the current "" + ""directory as 'screenshot.png'."";

	public static BufferedImage getScreenShot(Component component) {

		BufferedImage image = new BufferedImage(component.getWidth(), component.getHeight(),
				BufferedImage.TYPE_INT_RGB);
		// call the Component's paint method, using
		// the Graphics object of the image.
		component.paint(image.getGraphics()); // alternately use .printAll(..)
		return image;
	}

	public static void main(String[] args) {
		Runnable r = new Runnable() {
			public void run() {
				final JFrame f = new JFrame(""Test Screenshot"");

				JMenuItem screenshot = new JMenuItem(""Screenshot"");
				screenshot.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_0, InputEvent.CTRL_DOWN_MASK));
				screenshot.addActionListener(new ActionListener() {
					public void actionPerformed(ActionEvent ae) {
						BufferedImage img = getScreenShot(f.getContentPane());
						JOptionPane.showMessageDialog(null,
								new JLabel(new ImageIcon(img.getScaledInstance(img.getWidth(null) / 2,
										img.getHeight(null) / 2, Image.SCALE_SMOOTH))));
						try {
							// write the image as a PNG
							ImageIO.write(img, ""png"", new File(""screenshot.png""))
						} catch (Exception e) {
							e.printStackTrace();
						}
					}
				});
				JMenu menu = new JMenu(""Other"");
				menu.add(screenshot);
				JMenuBar mb = new JMenuBar();
				mb.add(menu);
				f.setJMenuBar(mb);

				JPanel p = new JPanel(new BorderLayout(5, 5));
				p.setBorder(new TitledBorder(""Main GUI""));
				p.add(new JScrollPane(new JTree()), BorderLayout.WEST);
				p.add(new JScrollPane(new JTextArea(HELP, 10, 30)), BorderLayout.CENTER);

				f.setContentPane(p);
				f.pack();
				f.setLocationRelativeTo(null);
				f.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
				f.setVisible(true);
			}
		};
		SwingUtilities.invokeLater(r);
	}
}","['ActionListener', 'KeyStroke', 'File', 'JMenuBar', 'BufferedImage', 'Image', 'JMenu', 'ActionEvent', 'Component', 'KeyEvent', 'JOptionPane', 'JScrollPane', 'JMenuItem', 'JTree', 'JLabel', 'SwingUtilities', 'TitledBorder', 'JTextArea', 'JFrame', 'JPanel', 'ImageIcon', 'InputEvent', 'ImageIO', 'BorderLayout']","['java.awt.event.ActionListener', 'javax.swing.KeyStroke', 'java.io.File', 'javax.swing.JMenuBar', 'java.awt.image.BufferedImage', 'java.awt.Image', 'javax.swing.JMenu', 'java.awt.event.ActionEvent', 'java.awt.Component', 'java.awt.event.KeyEvent', 'javax.swing.JOptionPane', 'javax.swing.JScrollPane', 'javax.swing.JMenuItem', 'javax.swing.JTree', 'javax.swing.JLabel', 'javax.swing.SwingUtilities', 'javax.swing.border.TitledBorder', 'javax.swing.JTextArea', 'javax.swing.JFrame', 'javax.swing.JPanel', 'javax.swing.ImageIcon', 'java.awt.event.InputEvent', 'javax.imageio.ImageIO', 'java.awt.BorderLayout']"
